,OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
"(0.05, 0.025, 1.0)",21.762100000000018,26.505499999999984,57.002300000000034,70.1756
"(0.05, 0.025, 1.5)",22.725800000000014,30.21259999999998,60.19760000000003,75.53180000000002
"(0.05, 0.025, 2.0)",23.73290000000001,34.00839999999999,63.16049999999993,78.61390000000009
"(0.05, 0.025, 2.5)",24.791899999999966,37.37389999999999,65.87300000000008,79.60889999999999
"(0.05, 0.025, 3.0)",25.889699999999994,40.88470000000008,68.23819999999992,79.6726
"(0.05, 0.025, 3.5)",27.051399999999965,43.84230000000006,70.17230000000002,78.91180000000001
"(0.05, 0.025, 4.0)",28.18819999999999,46.42599999999997,71.86320000000002,78.15680000000009
"(0.05, 0.025, 4.5)",29.406900000000004,48.798399999999994,73.07659999999989,76.82119999999998
"(0.05, 0.025, 5.0)",30.617200000000025,50.66319999999996,74.11420000000007,75.86310000000003
"(0.05, 0.025, 5.5)",31.754399999999986,52.34440000000001,75.11780000000003,75.26760000000004
"(0.05, 0.025, 6.0)",33.074799999999996,54.26310000000007,75.86939999999998,74.30990000000017
"(0.05, 0.025, 6.5)",34.24900000000001,56.092299999999994,76.45639999999993,73.63740000000021
"(0.05, 0.025, 7.0)",35.45109999999997,57.164399999999894,76.53119999999994,72.5023000000002
"(0.05, 0.025, 7.5)",36.49210000000002,58.39220000000006,76.76879999999987,72.04430000000025
"(0.05, 0.025, 8.0)",37.636599999999945,59.463799999999935,76.73280000000017,71.36350000000029
"(0.05, 0.025, 8.5)",38.595400000000026,60.5711,76.65399999999997,71.31240000000024
"(0.05, 0.025, 9.0)",39.565799999999975,61.46919999999998,76.78199999999994,71.31090000000023
"(0.05, 0.025, 9.5)",40.54299999999995,62.66840000000009,76.46859999999998,70.69320000000019
"(0.05, 0.05, 1.0)",21.78250000000003,26.588199999999972,56.85239999999996,68.7741
"(0.05, 0.05, 1.5)",22.758300000000002,30.45670000000001,59.851099999999946,74.27349999999993
"(0.05, 0.05, 2.0)",23.821799999999996,34.395300000000006,62.69830000000001,77.6512
"(0.05, 0.05, 2.5)",24.911299999999976,37.96669999999995,65.33910000000006,80.18160000000005
"(0.05, 0.05, 3.0)",26.075799999999973,41.24030000000002,67.62060000000005,81.40319999999998
"(0.05, 0.05, 3.5)",27.286000000000005,44.014400000000016,69.48639999999999,81.90680000000005
"(0.05, 0.05, 4.0)",28.50839999999998,46.61070000000002,71.07539999999993,81.96430000000005
"(0.05, 0.05, 4.5)",29.8157,48.88300000000001,72.50579999999984,81.75540000000005
"(0.05, 0.05, 5.0)",31.134699999999974,50.7483,73.67149999999988,81.76009999999998
"(0.05, 0.05, 5.5)",32.397499999999965,51.571999999999946,74.74849999999994,81.7097000000002
"(0.05, 0.05, 6.0)",33.66569999999999,53.39570000000007,75.7122,81.45040000000003
"(0.05, 0.05, 6.5)",34.976299999999995,54.57339999999993,76.40899999999998,80.91590000000004
"(0.05, 0.05, 7.0)",36.17409999999999,55.0145,77.12849999999992,79.39090000000016
"(0.05, 0.05, 7.5)",37.33180000000003,56.41230000000011,77.6341000000002,78.50050000000012
"(0.05, 0.05, 8.0)",38.37669999999999,57.59569999999999,77.56739999999994,77.92660000000006
"(0.05, 0.05, 8.5)",39.533099999999955,57.76759999999999,78.00149999999998,77.75650000000012
"(0.05, 0.05, 9.0)",40.661799999999985,57.99930000000004,78.49999999999986,77.18930000000017
"(0.05, 0.05, 9.5)",41.66160000000001,58.62129999999997,78.79159999999997,76.94260000000016
"(0.05, 0.1, 1.0)",21.794600000000006,26.617700000000013,56.79049999999993,68.09530000000002
"(0.05, 0.1, 1.5)",22.806100000000004,30.50210000000003,59.74869999999999,73.32690000000001
"(0.05, 0.1, 2.0)",23.849899999999977,34.44109999999999,62.56970000000001,76.9779000000001
"(0.05, 0.1, 2.5)",24.98379999999998,38.119200000000035,65.05639999999995,79.56719999999999
"(0.05, 0.1, 3.0)",26.16429999999999,41.27910000000003,67.27080000000001,81.66380000000011
"(0.05, 0.1, 3.5)",27.427899999999998,43.688300000000055,69.18239999999992,82.69279999999986
"(0.05, 0.1, 4.0)",28.72320000000001,46.046300000000045,70.68510000000002,83.21179999999994
"(0.05, 0.1, 4.5)",30.023500000000013,47.45379999999999,72.06240000000004,83.74839999999999
"(0.05, 0.1, 5.0)",31.30940000000006,48.90020000000011,73.39139999999996,84.10719999999998
"(0.05, 0.1, 5.5)",32.538699999999984,50.24920000000003,74.45,84.66779999999996
"(0.05, 0.1, 6.0)",33.933199999999985,51.009499999999996,75.36989999999997,84.81390000000006
"(0.05, 0.1, 6.5)",35.28509999999997,52.23339999999995,76.32379999999996,84.46560000000005
"(0.05, 0.1, 7.0)",36.556700000000006,52.70579999999997,77.04769999999994,84.31740000000012
"(0.05, 0.1, 7.5)",37.82869999999993,52.719200000000086,77.52630000000002,84.11910000000012
"(0.05, 0.1, 8.0)",38.94559999999999,53.4049,77.9839999999999,84.1679000000001
"(0.05, 0.1, 8.5)",39.978500000000004,54.057400000000044,78.38020000000017,84.02500000000018
"(0.05, 0.1, 9.0)",40.923099999999984,54.51110000000004,78.73649999999998,83.7253000000001
"(0.05, 0.1, 9.5)",41.83339999999999,54.52200000000001,79.28630000000003,83.60230000000006
"(0.1, 0.025, 1.0)",23.735100000000006,34.25919999999999,63.329499999999996,79.49880000000014
"(0.1, 0.025, 1.5)",25.888299999999987,41.2130000000001,68.43070000000002,79.76860000000006
"(0.1, 0.025, 2.0)",28.189099999999996,46.79739999999998,72.09210000000004,78.18199999999999
"(0.1, 0.025, 2.5)",30.621000000000027,51.22879999999994,74.30090000000001,75.45000000000007
"(0.1, 0.025, 3.0)",33.070599999999985,54.687300000000064,75.9675999999999,74.18510000000013
"(0.1, 0.025, 3.5)",35.423499999999976,57.75519999999998,76.65309999999997,72.3321000000002
"(0.1, 0.025, 4.0)",37.61579999999994,59.96390000000006,76.94030000000012,71.02720000000022
"(0.1, 0.025, 4.5)",39.54759999999995,61.86709999999996,76.86689999999994,71.1677000000002
"(0.1, 0.025, 5.0)",41.62020000000009,63.497000000000064,76.27879999999992,70.23720000000031
"(0.1, 0.025, 5.5)",43.497999999999976,64.25620000000004,74.92320000000012,69.48460000000023
"(0.1, 0.025, 6.0)",45.38840000000002,66.09749999999998,74.06799999999991,68.73430000000025
"(0.1, 0.025, 6.5)",47.25359999999997,66.30650000000001,73.3451,68.97050000000026
"(0.1, 0.025, 7.0)",48.76289999999995,67.41140000000011,72.90050000000015,69.38190000000024
"(0.1, 0.025, 7.5)",50.16540000000001,67.64519999999997,72.33830000000012,68.89080000000021
"(0.1, 0.025, 8.0)",51.3571,68.0566,71.70340000000022,68.32830000000024
"(0.1, 0.025, 8.5)",52.40659999999993,68.8378000000001,70.95360000000014,67.91470000000024
"(0.1, 0.025, 9.0)",53.51640000000002,69.04110000000003,71.04930000000017,67.04160000000026
"(0.1, 0.025, 9.5)",54.61650000000002,68.54030000000003,70.60950000000017,66.95190000000031
"(0.1, 0.05, 1.0)",23.8211,34.432899999999954,62.761300000000034,78.3367
"(0.1, 0.05, 1.5)",26.07539999999997,41.34790000000001,67.69789999999999,81.73429999999999
"(0.1, 0.05, 2.0)",28.505899999999983,46.53789999999992,71.14569999999995,82.23350000000003
"(0.1, 0.05, 2.5)",31.132999999999967,50.54480000000005,73.7533,82.0836000000002
"(0.1, 0.05, 3.0)",33.660999999999994,53.19799999999995,75.78459999999994,81.71870000000006
"(0.1, 0.05, 3.5)",36.166699999999985,54.86160000000004,77.14439999999998,79.64420000000005
"(0.1, 0.05, 4.0)",38.35469999999998,57.49049999999998,77.63269999999997,78.25830000000009
"(0.1, 0.05, 4.5)",40.654999999999994,58.373599999999996,78.5642999999999,77.4165000000002
"(0.1, 0.05, 5.0)",42.56660000000004,59.22329999999999,79.22889999999994,76.8353000000001
"(0.1, 0.05, 5.5)",44.480900000000005,59.44530000000006,79.03710000000005,75.77850000000016
"(0.1, 0.05, 6.0)",46.414400000000036,60.22530000000002,78.43419999999998,74.99480000000014
"(0.1, 0.05, 6.5)",47.92989999999999,60.449199999999934,77.95209999999992,75.23980000000017
"(0.1, 0.05, 7.0)",49.266799999999954,61.04459999999999,77.42789999999997,74.08330000000021
"(0.1, 0.05, 7.5)",50.544499999999964,60.17149999999997,76.83919999999999,73.74400000000017
"(0.1, 0.05, 8.0)",51.74949999999995,60.758500000000105,76.45190000000011,72.81670000000018
"(0.1, 0.05, 8.5)",52.72229999999999,61.075199999999974,75.9447,72.34860000000029
"(0.1, 0.05, 9.0)",53.604200000000006,62.060000000000066,75.36400000000012,71.94600000000032
"(0.1, 0.05, 9.5)",54.306499999999986,60.6069,75.47950000000016,71.20520000000027
"(0.1, 0.1, 1.0)",23.850199999999976,34.318499999999986,62.586800000000004,77.36870000000009
"(0.1, 0.1, 1.5)",26.167299999999983,41.04450000000002,67.27889999999998,81.9569
"(0.1, 0.1, 2.0)",28.717900000000007,45.805600000000005,70.67860000000003,83.46979999999996
"(0.1, 0.1, 2.5)",31.312800000000053,49.01690000000009,73.3695000000001,84.45770000000002
"(0.1, 0.1, 3.0)",33.926199999999994,50.87900000000005,75.3494,85.15529999999988
"(0.1, 0.1, 3.5)",36.54820000000003,52.10779999999989,77.05529999999989,84.49190000000002
"(0.1, 0.1, 4.0)",38.919399999999996,53.34760000000003,77.97599999999997,84.46610000000005
"(0.1, 0.1, 4.5)",40.91879999999999,54.29680000000004,78.76699999999994,84.07130000000005
"(0.1, 0.1, 5.0)",42.61099999999997,53.9469,79.94319999999995,83.80870000000002
"(0.1, 0.1, 5.5)",44.40499999999994,53.935899999999975,80.15490000000007,82.8768000000001
"(0.1, 0.1, 6.0)",46.112700000000025,54.501200000000054,80.66170000000008,82.31810000000024
"(0.1, 0.1, 6.5)",47.47619999999997,54.61629999999994,80.85720000000009,81.14500000000025
"(0.1, 0.1, 7.0)",48.761999999999986,54.24559999999997,80.64289999999993,80.40650000000022
"(0.1, 0.1, 7.5)",49.78189999999995,55.03750000000002,80.11279999999985,79.89160000000022
"(0.1, 0.1, 8.0)",50.78940000000006,54.54689999999995,79.66490000000003,78.69250000000018
"(0.1, 0.1, 8.5)",51.22879999999998,54.39950000000006,79.9381,78.16050000000013
"(0.1, 0.1, 9.0)",51.94399999999996,54.65849999999996,79.74479999999994,77.68860000000011
"(0.1, 0.1, 9.5)",52.49219999999997,54.0087,79.82840000000013,77.29580000000021
"(0.15, 0.025, 1.0)",25.891699999999993,41.6054,68.73039999999993,79.94910000000002
"(0.15, 0.025, 1.5)",29.40250000000002,49.46170000000003,73.54669999999997,76.59440000000016
"(0.15, 0.025, 2.0)",33.053,55.162,76.20920000000004,74.41520000000023
"(0.15, 0.025, 2.5)",36.52030000000005,59.39989999999989,77.29749999999987,71.79240000000021
"(0.15, 0.025, 3.0)",39.52779999999997,62.26240000000002,76.9152999999999,71.16700000000023
"(0.15, 0.025, 3.5)",42.72590000000003,64.11120000000003,75.99680000000012,69.8483000000003
"(0.15, 0.025, 4.0)",45.353600000000014,66.02890000000005,74.13249999999992,69.03940000000023
"(0.15, 0.025, 4.5)",47.98849999999997,66.79670000000002,73.06910000000013,68.81840000000021
"(0.15, 0.025, 5.0)",50.12329999999998,67.38440000000004,72.48570000000014,69.30920000000025
"(0.15, 0.025, 5.5)",51.99319999999997,68.64949999999997,71.42350000000022,68.62300000000023
"(0.15, 0.025, 6.0)",53.485099999999996,68.3488,71.14190000000019,67.51540000000026
"(0.15, 0.025, 6.5)",55.28659999999993,68.66199999999995,70.20980000000026,66.57640000000026
"(0.15, 0.025, 7.0)",56.7151,69.48159999999996,69.52170000000021,66.48870000000025
"(0.15, 0.025, 7.5)",57.89640000000003,69.48030000000006,67.99010000000021,65.88390000000031
"(0.15, 0.025, 8.0)",58.740300000000055,68.77419999999998,68.25490000000026,65.98440000000035
"(0.15, 0.025, 8.5)",59.965100000000014,69.63669999999993,67.17260000000024,65.68440000000037
"(0.15, 0.025, 9.0)",61.45739999999995,67.6823999999999,66.64450000000025,65.57960000000037
"(0.15, 0.025, 9.5)",62.26059999999995,68.27990000000008,65.98600000000027,64.99300000000035
"(0.15, 0.05, 1.0)",26.076799999999974,41.27139999999995,67.83410000000003,82.23109999999998
"(0.15, 0.05, 1.5)",29.808300000000006,49.03910000000004,72.67560000000005,82.36600000000001
"(0.15, 0.05, 2.0)",33.640699999999974,53.21040000000006,75.83899999999994,81.95020000000017
"(0.15, 0.05, 2.5)",37.29430000000004,56.66590000000002,77.90810000000002,79.05930000000006
"(0.15, 0.05, 3.0)",40.595300000000044,58.16089999999997,78.59849999999997,77.92020000000014
"(0.15, 0.05, 3.5)",43.38709999999999,59.83000000000002,79.13629999999999,76.46170000000014
"(0.15, 0.05, 4.0)",46.41589999999993,60.47100000000006,78.57659999999998,75.15520000000018
"(0.15, 0.05, 4.5)",48.61430000000004,60.26390000000008,77.87079999999985,75.08670000000012
"(0.15, 0.05, 5.0)",50.43609999999999,60.04490000000006,77.056,73.88610000000016
"(0.15, 0.05, 5.5)",52.16989999999994,60.80729999999999,76.32950000000002,72.7846000000002
"(0.15, 0.05, 6.0)",53.50469999999988,61.153599999999976,75.48840000000015,72.24770000000028
"(0.15, 0.05, 6.5)",54.673799999999964,61.77819999999999,75.14750000000012,71.2036000000003
"(0.15, 0.05, 7.0)",55.78019999999995,61.18000000000001,74.14090000000019,69.92030000000025
"(0.15, 0.05, 7.5)",56.62879999999999,61.436599999999906,72.81160000000017,68.93830000000021
"(0.15, 0.05, 8.0)",57.8468,59.594499999999904,72.42310000000019,68.54410000000024
"(0.15, 0.05, 8.5)",58.819400000000094,59.97289999999995,70.93230000000027,67.98620000000027
"(0.15, 0.05, 9.0)",59.139500000000076,61.01499999999999,70.70700000000025,67.77080000000029
"(0.15, 0.05, 9.5)",60.006000000000014,59.615599999999944,70.04810000000026,67.46670000000032
"(0.15, 0.1, 1.0)",26.165899999999993,40.80589999999997,67.28940000000006,82.34930000000004
"(0.15, 0.1, 1.5)",30.017900000000008,47.18520000000002,72.0602000000001,83.84800000000017
"(0.15, 0.1, 2.0)",33.93890000000002,51.02100000000002,75.29129999999998,85.21720000000006
"(0.15, 0.1, 2.5)",37.764599999999945,52.629300000000065,77.61370000000002,84.50430000000014
"(0.15, 0.1, 3.0)",40.89300000000001,53.96709999999995,78.73880000000004,84.73189999999998
"(0.15, 0.1, 3.5)",43.38639999999994,53.61789999999995,80.06230000000005,83.92219999999996
"(0.15, 0.1, 4.0)",46.0713,53.429500000000075,80.59020000000015,82.67470000000016
"(0.15, 0.1, 4.5)",48.11779999999999,53.89299999999999,80.76419999999989,81.43460000000022
"(0.15, 0.1, 5.0)",49.768699999999946,53.69180000000006,80.12089999999999,80.35740000000014
"(0.15, 0.1, 5.5)",51.17560000000003,54.162399999999984,80.27840000000002,79.21030000000007
"(0.15, 0.1, 6.0)",51.926,53.40690000000003,79.9594,78.0225000000002
"(0.15, 0.1, 6.5)",52.955300000000015,52.90230000000001,79.7120000000002,77.20780000000022
"(0.15, 0.1, 7.0)",53.65579999999997,52.56570000000001,78.90549999999998,76.48550000000016
"(0.15, 0.1, 7.5)",54.87410000000003,51.647800000000025,78.16000000000004,74.71100000000024
"(0.15, 0.1, 8.0)",55.61699999999989,51.26940000000001,77.17710000000007,73.74210000000025
"(0.15, 0.1, 8.5)",55.951200000000014,51.033,77.17730000000005,73.50320000000029
"(0.15, 0.1, 9.0)",56.44390000000001,51.47569999999996,76.68660000000011,73.25790000000035
"(0.15, 0.1, 9.5)",57.45590000000003,49.863100000000024,75.85820000000011,72.66310000000036
"(0.2, 0.025, 1.0)",28.192800000000005,47.65179999999993,72.73810000000005,77.94980000000014
"(0.2, 0.025, 1.5)",33.01800000000001,55.51599999999999,76.5497,74.18850000000026
"(0.2, 0.025, 2.0)",37.54139999999996,60.841999999999985,77.30289999999997,70.97870000000023
"(0.2, 0.025, 2.5)",41.569500000000076,64.17450000000011,76.61220000000014,70.59560000000023
"(0.2, 0.025, 3.0)",45.3571,66.57019999999994,74.22240000000002,69.69820000000024
"(0.2, 0.025, 3.5)",48.686499999999995,67.83220000000004,73.2036000000002,69.36920000000025
"(0.2, 0.025, 4.0)",51.27059999999997,68.27080000000005,71.81530000000016,68.61710000000022
"(0.2, 0.025, 4.5)",53.5075,68.91449999999996,71.02810000000021,67.58070000000025
"(0.2, 0.025, 5.0)",55.81329999999996,69.59300000000007,70.2146000000002,66.61720000000024
"(0.2, 0.025, 5.5)",57.40660000000002,69.22890000000008,68.60790000000019,66.41180000000027
"(0.2, 0.025, 6.0)",58.754399999999954,68.94370000000009,68.20320000000025,66.00400000000035
"(0.2, 0.025, 6.5)",60.61860000000006,69.40069999999993,67.32430000000026,65.88670000000037
"(0.2, 0.025, 7.0)",62.025200000000005,67.32020000000004,66.03880000000026,65.39050000000037
"(0.2, 0.025, 7.5)",62.80110000000007,67.6064,65.06100000000026,64.69670000000036
"(0.2, 0.025, 8.0)",64.13620000000002,67.67209999999999,65.12160000000031,64.70100000000036
"(0.2, 0.025, 8.5)",64.89680000000004,67.99749999999997,64.38580000000032,64.7989000000004
"(0.2, 0.025, 9.0)",65.51330000000004,68.3215,63.893600000000326,64.4064000000004
"(0.2, 0.025, 9.5)",66.52390000000004,67.94420000000004,63.33540000000036,63.8258000000004
"(0.2, 0.05, 1.0)",28.511899999999997,46.600000000000065,71.36019999999992,83.03119999999987
"(0.2, 0.05, 1.5)",33.62019999999996,52.92839999999996,75.91469999999988,82.31040000000014
"(0.2, 0.05, 2.0)",38.27189999999994,57.17349999999999,77.92220000000005,78.9348000000002
"(0.2, 0.05, 2.5)",42.44229999999991,58.860400000000006,79.31530000000002,77.09450000000017
"(0.2, 0.05, 3.0)",46.34589999999994,59.75680000000005,78.66199999999992,75.4373000000002
"(0.2, 0.05, 3.5)",49.11499999999995,60.20819999999998,77.70930000000001,75.09970000000014
"(0.2, 0.05, 4.0)",51.60649999999997,60.65189999999997,76.5977000000001,73.62750000000021
"(0.2, 0.05, 4.5)",53.40379999999996,61.3055,75.62790000000015,72.53750000000032
"(0.2, 0.05, 5.0)",54.96029999999995,61.05639999999996,75.14770000000007,71.1339000000003
"(0.2, 0.05, 5.5)",56.1714,59.513999999999875,73.27050000000021,69.6589000000002
"(0.2, 0.05, 6.0)",57.736499999999914,58.73749999999999,72.60300000000015,69.19870000000023
"(0.2, 0.05, 6.5)",59.32140000000003,59.54869999999996,71.07150000000016,68.16730000000028
"(0.2, 0.05, 7.0)",59.746900000000025,60.02949999999992,70.40520000000028,67.51070000000027
"(0.2, 0.05, 7.5)",61.28840000000001,58.80679999999994,69.93530000000032,67.36870000000033
"(0.2, 0.05, 8.0)",61.694699999999926,58.794100000000014,68.4786000000003,67.33330000000036
"(0.2, 0.05, 8.5)",62.200400000000016,58.36599999999996,67.43800000000037,66.77150000000039
"(0.2, 0.05, 9.0)",62.40239999999994,58.6633,66.93850000000042,66.36250000000047
"(0.2, 0.05, 9.5)",62.73800000000006,58.23879999999996,65.62360000000044,65.86720000000048
"(0.2, 0.1, 1.0)",28.68480000000003,45.40159999999991,70.68280000000007,83.87109999999996
"(0.2, 0.1, 1.5)",33.926800000000014,50.75979999999994,75.21439999999994,85.45100000000012
"(0.2, 0.1, 2.0)",38.86949999999995,52.841800000000006,78.0352,85.06060000000012
"(0.2, 0.1, 2.5)",42.55150000000005,53.18370000000006,80.02490000000006,84.4911
"(0.2, 0.1, 3.0)",46.05409999999995,53.036899999999996,80.67280000000015,83.09520000000033
"(0.2, 0.1, 3.5)",48.657600000000045,53.6899,80.64269999999982,81.65080000000023
"(0.2, 0.1, 4.0)",50.72229999999997,52.90990000000002,79.84630000000001,79.97720000000012
"(0.2, 0.1, 4.5)",51.84820000000004,52.036500000000004,79.99649999999994,78.99050000000024
"(0.2, 0.1, 5.0)",53.147200000000005,52.05849999999998,79.46450000000009,77.60190000000024
"(0.2, 0.1, 5.5)",54.28289999999996,51.11019999999997,78.67120000000004,76.25780000000017
"(0.2, 0.1, 6.0)",55.551300000000005,50.38630000000003,77.41950000000013,74.78300000000024
"(0.2, 0.1, 6.5)",56.04479999999997,50.79220000000003,76.9701,73.71260000000034
"(0.2, 0.1, 7.0)",56.8253,49.54880000000006,76.38570000000017,73.43670000000033
"(0.2, 0.1, 7.5)",58.028400000000055,48.98770000000004,74.9608000000001,72.26880000000041
"(0.2, 0.1, 8.0)",57.79450000000006,48.23830000000001,74.50030000000022,71.48540000000042
"(0.2, 0.1, 8.5)",58.38130000000005,48.34370000000002,73.43110000000027,71.37890000000044
"(0.2, 0.1, 9.0)",58.78240000000007,46.143999999999984,72.64940000000027,70.5990000000004
"(0.2, 0.1, 9.5)",58.67210000000003,44.60250000000001,71.50320000000028,70.49190000000043
"(0.25, 0.025, 1.0)",30.61290000000002,52.13610000000003,75.52789999999996,75.68090000000018
"(0.25, 0.025, 1.5)",36.43609999999999,59.77780000000002,77.87759999999987,71.59000000000024
"(0.25, 0.025, 2.0)",41.514100000000035,64.35620000000004,77.04470000000009,71.18310000000027
"(0.25, 0.025, 2.5)",46.148900000000005,66.86180000000012,74.02470000000005,69.59010000000025
"(0.25, 0.025, 3.0)",50.16460000000001,68.33139999999997,72.58750000000015,69.59980000000027
"(0.25, 0.025, 3.5)",52.855100000000036,68.25329999999992,71.13230000000024,68.01090000000023
"(0.25, 0.025, 4.0)",55.667899999999996,69.68090000000008,70.2710000000002,66.89550000000023
"(0.25, 0.025, 4.5)",57.63329999999997,69.18489999999998,68.31600000000023,66.39760000000032
"(0.25, 0.025, 5.0)",59.45840000000007,68.99820000000001,67.49850000000022,66.07630000000034
"(0.25, 0.025, 5.5)",61.95799999999988,67.05089999999997,66.85720000000028,65.68030000000039
"(0.25, 0.025, 6.0)",62.955100000000115,68.50329999999992,65.16360000000029,64.68680000000036
"(0.25, 0.025, 6.5)",64.04079999999998,67.13580000000005,65.28690000000032,65.08580000000038
"(0.25, 0.025, 7.0)",65.14579999999995,67.54709999999997,64.53390000000033,64.89430000000043
"(0.25, 0.025, 7.5)",66.12449999999998,67.70810000000009,63.61540000000037,64.2184000000004
"(0.25, 0.025, 8.0)",66.6150999999999,66.51979999999993,63.77200000000037,63.9281000000004
"(0.25, 0.025, 8.5)",67.5464,67.72059999999999,63.1989000000004,63.44180000000041
"(0.25, 0.025, 9.0)",67.85220000000002,67.12980000000009,63.01330000000043,62.74790000000043
"(0.25, 0.025, 9.5)",67.85460000000003,65.7708,63.73660000000043,63.54220000000043
"(0.25, 0.05, 1.0)",31.12449999999999,50.18570000000003,74.19120000000011,83.17870000000016
"(0.25, 0.05, 1.5)",37.21280000000001,56.47550000000001,78.14209999999997,79.88180000000003
"(0.25, 0.05, 2.0)",42.33909999999995,59.04840000000001,79.49999999999996,77.17350000000017
"(0.25, 0.05, 2.5)",47.137499999999946,59.609999999999964,78.69500000000008,75.7882000000002
"(0.25, 0.05, 3.0)",50.29409999999998,59.96479999999998,77.61020000000002,74.5953000000002
"(0.25, 0.05, 3.5)",53.120599999999996,60.61539999999998,76.14980000000008,73.29700000000025
"(0.25, 0.05, 4.0)",54.855499999999985,60.99009999999995,75.25970000000005,71.55510000000025
"(0.25, 0.05, 4.5)",56.46650000000001,58.811499999999924,73.12990000000015,69.90480000000018
"(0.25, 0.05, 5.0)",58.66639999999997,58.87180000000003,72.01660000000028,69.38250000000026
"(0.25, 0.05, 5.5)",59.55710000000003,57.472899999999925,71.07540000000029,68.51810000000029
"(0.25, 0.05, 6.0)",61.19460000000001,58.67830000000006,70.27560000000035,67.83750000000032
"(0.25, 0.05, 6.5)",61.677199999999985,58.36789999999997,68.63830000000036,67.71230000000033
"(0.25, 0.05, 7.0)",62.39250000000005,56.34120000000002,67.41410000000037,66.95730000000039
"(0.25, 0.05, 7.5)",62.478500000000025,56.81260000000003,66.60460000000042,66.60790000000046
"(0.25, 0.05, 8.0)",63.02240000000007,55.22389999999999,66.45760000000043,66.39710000000044
"(0.25, 0.05, 8.5)",62.92680000000003,55.321599999999954,65.84180000000045,65.69680000000048
"(0.25, 0.05, 9.0)",63.89919999999999,54.52009999999996,64.90360000000045,64.67790000000046
"(0.25, 0.05, 9.5)",64.21690000000007,54.89679999999987,64.41310000000044,64.20710000000045
"(0.25, 0.1, 1.0)",31.31070000000001,48.28669999999993,73.31009999999982,84.99490000000003
"(0.25, 0.1, 1.5)",37.6563,51.68650000000006,77.6606,85.5724000000001
"(0.25, 0.1, 2.0)",42.48379999999996,52.72880000000004,79.94570000000003,84.97479999999999
"(0.25, 0.1, 2.5)",46.5352,52.81660000000003,80.8873999999999,83.6858000000002
