,OpALPlus/BanditTaskLargeSparse,OpALStar/BanditTaskLargeSparse,OpALPlus/BanditTaskSmallRich,OpALStar/BanditTaskSmallRich
"(0.25, 0.1, 3.0)",49.68619999999993,52.28359999999998,80.32800000000003,81.0000000000001
"(0.25, 0.1, 3.5)",51.63599999999992,51.349400000000024,79.84209999999997,79.61940000000021
"(0.25, 0.1, 4.0)",53.05180000000004,50.90050000000001,79.96970000000017,78.31990000000022
"(0.25, 0.1, 4.5)",54.8362,50.40209999999998,78.2060000000001,75.80830000000023
"(0.25, 0.1, 5.0)",55.88830000000001,49.999699999999976,77.47720000000011,75.08820000000023
"(0.25, 0.1, 5.5)",56.62359999999996,48.713500000000046,76.94460000000021,74.32990000000031
"(0.25, 0.1, 6.0)",57.96269999999999,48.59510000000011,75.35630000000018,73.34880000000037
"(0.25, 0.1, 6.5)",57.86769999999997,47.53270000000007,74.46830000000013,72.67670000000041
"(0.25, 0.1, 7.0)",58.51309999999994,45.54559999999999,73.1292000000002,72.1549000000004
"(0.25, 0.1, 7.5)",58.761300000000034,44.09340000000002,71.94580000000013,71.93950000000041
"(0.25, 0.1, 8.0)",58.559200000000025,42.5827,71.37230000000025,70.6938000000004
"(0.25, 0.1, 8.5)",58.66530000000011,42.87110000000003,70.43880000000036,70.08890000000036
"(0.25, 0.1, 9.0)",57.97870000000003,43.378400000000056,69.75240000000034,69.50000000000041
"(0.25, 0.1, 9.5)",56.94909999999999,42.18550000000004,69.26670000000038,68.99110000000042
"(0.3, 0.025, 1.0)",32.99610000000002,56.54709999999999,77.29650000000005,74.82260000000029
"(0.3, 0.025, 1.5)",39.429300000000005,62.88670000000004,77.8706000000001,71.23810000000024
"(0.3, 0.025, 2.0)",45.193000000000005,66.42449999999998,74.82739999999998,70.48970000000024
"(0.3, 0.025, 2.5)",50.172100000000015,67.79899999999999,72.35660000000007,69.22360000000026
"(0.3, 0.025, 3.0)",53.27700000000006,68.47519999999994,71.40580000000018,67.88930000000023
"(0.3, 0.025, 3.5)",56.34289999999994,68.48050000000009,69.64270000000019,66.73440000000022
"(0.3, 0.025, 4.0)",58.57110000000003,68.88539999999992,68.49140000000027,66.45560000000035
"(0.3, 0.025, 4.5)",61.190099999999966,69.13190000000002,67.32000000000026,65.78530000000038
"(0.3, 0.025, 5.0)",62.83680000000008,67.6245000000001,65.38040000000031,64.97950000000036
"(0.3, 0.025, 5.5)",64.382,67.8383999999999,65.18560000000032,65.08370000000039
"(0.3, 0.025, 6.0)",65.66879999999996,67.71170000000004,64.25260000000033,64.60280000000041
"(0.3, 0.025, 6.5)",66.15730000000003,66.99529999999989,64.09690000000037,64.32270000000041
"(0.3, 0.025, 7.0)",67.16910000000016,66.9931,63.192300000000394,63.24380000000042
"(0.3, 0.025, 7.5)",67.92429999999999,67.00370000000002,63.01890000000043,62.948000000000434
"(0.3, 0.025, 8.0)",68.14970000000002,68.57840000000003,63.74120000000043,63.44700000000043
"(0.3, 0.025, 8.5)",68.576,65.74990000000008,63.448500000000465,63.24840000000046
"(0.3, 0.025, 9.0)",69.19420000000004,65.07800000000002,63.54910000000044,63.54670000000043
"(0.3, 0.025, 9.5)",69.31200000000003,65.35979999999994,63.35150000000046,63.34830000000046
"(0.3, 0.05, 1.0)",33.54319999999996,52.86309999999995,76.2843,82.79850000000025
"(0.3, 0.05, 1.5)",40.327500000000015,58.29400000000007,78.88600000000001,78.94830000000016
"(0.3, 0.05, 2.0)",46.17420000000002,59.36320000000003,79.14880000000007,76.65350000000016
"(0.3, 0.05, 2.5)",50.1271,59.585100000000004,77.94980000000008,74.81540000000018
"(0.3, 0.05, 3.0)",52.96259999999992,59.642000000000046,75.9560000000001,72.92770000000029
"(0.3, 0.05, 3.5)",55.60499999999999,58.996699999999905,74.7749000000001,71.87750000000025
"(0.3, 0.05, 4.0)",57.43059999999993,57.560099999999935,72.91280000000015,70.15130000000023
"(0.3, 0.05, 4.5)",58.84980000000001,57.528099999999995,71.22550000000027,69.15800000000029
"(0.3, 0.05, 5.0)",60.99100000000002,56.98060000000002,70.49270000000034,68.48300000000032
"(0.3, 0.05, 5.5)",61.74519999999998,56.619600000000034,68.95640000000034,68.16300000000037
"(0.3, 0.05, 6.0)",62.26439999999997,55.8468000000001,67.62430000000036,67.69490000000036
"(0.3, 0.05, 6.5)",62.93920000000008,54.05869999999996,66.5099000000004,66.88770000000042
"(0.3, 0.05, 7.0)",62.90120000000003,54.962699999999934,65.72550000000044,66.00220000000047
"(0.3, 0.05, 7.5)",63.475900000000024,54.53529999999996,65.29810000000047,65.31320000000048
"(0.3, 0.05, 8.0)",63.904800000000016,54.037299999999945,64.77020000000047,65.05450000000046
"(0.3, 0.05, 8.5)",63.55800000000003,51.07789999999995,64.29580000000047,64.86350000000046
"(0.3, 0.05, 9.0)",64.35009999999998,51.245499999999936,64.18710000000044,64.68900000000046
"(0.3, 0.05, 9.5)",63.77619999999994,50.30399999999994,63.82150000000049,64.60480000000047
"(0.3, 0.1, 1.0)",33.86570000000002,49.90029999999998,75.28950000000005,86.31989999999988
"(0.3, 0.1, 1.5)",40.72249999999992,52.33410000000002,78.67290000000006,86.44860000000013
"(0.3, 0.1, 2.0)",45.85529999999998,52.1146,80.76690000000005,84.39200000000017
"(0.3, 0.1, 2.5)",49.538600000000045,51.767299999999956,80.5747,82.03130000000014
"(0.3, 0.1, 3.0)",51.70989999999994,51.6275,79.91199999999992,80.09990000000019
"(0.3, 0.1, 3.5)",53.70010000000005,50.52050000000006,79.43399999999991,79.02820000000018
"(0.3, 0.1, 4.0)",55.34279999999995,49.3317,77.76480000000001,75.84640000000024
"(0.3, 0.1, 4.5)",56.560000000000095,48.422100000000114,76.99840000000007,75.69350000000026
"(0.3, 0.1, 5.0)",57.9006,47.14690000000008,75.85020000000007,74.55410000000029
"(0.3, 0.1, 5.5)",58.20870000000006,45.22749999999998,74.55810000000018,73.51210000000033
"(0.3, 0.1, 6.0)",58.93920000000006,43.91060000000002,72.90150000000025,72.22050000000043
"(0.3, 0.1, 6.5)",58.31399999999998,42.942100000000046,71.8017000000002,71.81870000000038
"(0.3, 0.1, 7.0)",58.63329999999998,42.35860000000004,70.92150000000028,70.75840000000036
"(0.3, 0.1, 7.5)",58.0197,41.648300000000035,70.12340000000029,70.03260000000041
"(0.3, 0.1, 8.0)",56.935500000000026,41.80370000000002,69.44410000000039,69.3331000000004
"(0.3, 0.1, 8.5)",58.12270000000003,41.8781,68.49540000000039,68.96620000000041
"(0.3, 0.1, 9.0)",57.85319999999996,40.6629,68.3911000000004,68.4280000000004
"(0.3, 0.1, 9.5)",57.85909999999998,40.06610000000001,67.68530000000038,68.73940000000042
"(0.35, 0.025, 1.0)",35.381899999999995,59.491999999999884,78.2211000000001,73.06270000000033
"(0.35, 0.025, 1.5)",42.31049999999994,65.50350000000005,77.09159999999999,70.76340000000027
"(0.35, 0.025, 2.0)",48.46739999999994,68.40269999999997,73.58820000000007,69.27340000000021
"(0.35, 0.025, 2.5)",52.83270000000001,68.27560000000005,72.04510000000018,68.39300000000024
"(0.35, 0.025, 3.0)",56.2307,69.05260000000001,69.64050000000016,66.82520000000022
"(0.35, 0.025, 3.5)",58.88169999999999,68.72089999999997,68.47630000000025,66.56910000000035
"(0.35, 0.025, 4.0)",61.78849999999994,67.36749999999994,66.84350000000023,65.88120000000039
"(0.35, 0.025, 4.5)",63.22650000000004,68.2817999999999,65.57310000000032,65.18430000000039
"(0.35, 0.025, 5.0)",65.16509999999995,65.94189999999999,64.49880000000033,64.90890000000041
"(0.35, 0.025, 5.5)",66.11789999999998,67.08559999999994,64.26360000000037,64.5184000000004
"(0.35, 0.025, 6.0)",67.14499999999994,66.88420000000005,63.404700000000396,63.5385000000004
"(0.35, 0.025, 6.5)",67.839,66.31800000000003,63.317400000000426,63.14520000000043
"(0.35, 0.025, 7.0)",68.38870000000009,66.52849999999995,63.64130000000044,63.44720000000043
"(0.35, 0.025, 7.5)",68.54589999999996,65.1407,63.54840000000046,63.348400000000446
"(0.35, 0.025, 8.0)",68.99850000000004,64.76309999999992,63.25180000000045,63.34890000000044
"(0.35, 0.025, 8.5)",69.19389999999993,65.23680000000004,63.44980000000047,63.44880000000047
"(0.35, 0.025, 9.0)",69.61359999999989,64.39729999999997,63.453300000000496,63.452300000000484
"(0.35, 0.025, 9.5)",70.61090000000007,63.71390000000001,63.353400000000526,63.35260000000051
"(0.35, 0.05, 1.0)",35.976300000000016,54.87360000000007,77.86160000000007,81.48030000000006
"(0.35, 0.05, 1.5)",43.02279999999998,58.667,79.67119999999996,77.53800000000017
"(0.35, 0.05, 2.0)",48.92980000000003,59.28439999999999,78.4903999999999,76.23760000000023
"(0.35, 0.05, 2.5)",52.732499999999895,59.6569,76.85450000000012,73.14340000000027
"(0.35, 0.05, 3.0)",55.44629999999999,58.526999999999965,75.31680000000006,72.12800000000023
"(0.35, 0.05, 3.5)",58.047200000000046,57.90419999999996,72.68040000000015,70.60140000000033
"(0.35, 0.05, 4.0)",59.29730000000008,57.18489999999998,71.3835000000003,69.59330000000028
"(0.35, 0.05, 4.5)",61.252700000000026,56.44069999999994,70.68580000000033,68.71390000000032
"(0.35, 0.05, 5.0)",61.85170000000011,54.41669999999999,68.05700000000037,68.10540000000036
"(0.35, 0.05, 5.5)",62.62500000000005,54.41449999999994,66.96830000000041,67.1656000000004
"(0.35, 0.05, 6.0)",62.95119999999996,54.20519999999994,66.04170000000042,66.50820000000044
"(0.35, 0.05, 6.5)",63.328800000000044,52.82199999999998,65.50630000000046,65.68970000000049
"(0.35, 0.05, 7.0)",63.66780000000002,51.78609999999998,64.93640000000046,65.33590000000045
"(0.35, 0.05, 7.5)",64.04250000000002,50.647299999999916,64.45180000000046,65.05510000000045
"(0.35, 0.05, 8.0)",64.03020000000004,51.21319999999997,63.99060000000046,64.78010000000044
"(0.35, 0.05, 8.5)",63.835400000000035,50.765400000000014,63.82640000000048,64.71490000000047
"(0.35, 0.05, 9.0)",64.69549999999998,49.776899999999976,63.9480000000005,64.91460000000048
"(0.35, 0.05, 9.5)",65.56800000000003,50.77119999999997,64.10070000000047,64.72060000000049
"(0.35, 0.1, 1.0)",36.366499999999974,50.32899999999993,76.88990000000001,86.37739999999994
"(0.35, 0.1, 1.5)",43.089400000000005,51.59349999999998,80.1318,85.48750000000024
"(0.35, 0.1, 2.0)",48.3506999999999,52.26139999999997,80.70619999999988,84.13320000000013
"(0.35, 0.1, 2.5)",51.37090000000001,50.69949999999998,80.20640000000003,80.98880000000005
"(0.35, 0.1, 3.0)",53.60150000000008,49.88250000000002,79.54830000000007,79.63480000000015
"(0.35, 0.1, 3.5)",55.469899999999896,48.79589999999998,78.13310000000008,77.73930000000028
"(0.35, 0.1, 4.0)",56.62470000000004,45.35760000000004,77.0304000000002,76.34240000000025
"(0.35, 0.1, 4.5)",58.16270000000002,45.098800000000026,75.6771000000002,75.24380000000028
"(0.35, 0.1, 5.0)",58.16510000000001,43.06260000000004,73.75520000000016,73.73820000000032
"(0.35, 0.1, 5.5)",58.4238,42.18650000000003,72.1479000000002,73.13380000000036
"(0.35, 0.1, 6.0)",58.44870000000005,42.01550000000006,71.26330000000023,71.60720000000038
"(0.35, 0.1, 6.5)",58.29620000000002,41.31690000000004,70.3934000000003,71.14180000000043
"(0.35, 0.1, 7.0)",57.798199999999966,40.37640000000003,69.58720000000041,70.55720000000044
"(0.35, 0.1, 7.5)",58.2032,40.31210000000002,68.63340000000042,69.6880000000004
"(0.35, 0.1, 8.0)",58.17849999999994,39.76629999999998,68.02600000000038,69.63760000000039
"(0.35, 0.1, 8.5)",56.74459999999997,38.54380000000002,67.96000000000043,69.65770000000043
"(0.35, 0.1, 9.0)",57.150300000000016,37.354199999999985,67.69750000000046,69.56210000000043
"(0.35, 0.1, 9.5)",57.9794,38.08819999999999,67.56690000000047,69.32920000000044
"(0.4, 0.025, 1.0)",37.434099999999994,61.71480000000002,78.8024,72.93910000000027
"(0.4, 0.025, 1.5)",44.9199,66.91919999999993,75.47830000000009,70.87470000000026
"(0.4, 0.025, 2.0)",50.94509999999998,68.33120000000007,72.37250000000024,69.53630000000028
"(0.4, 0.025, 2.5)",55.29079999999992,69.7518,70.58260000000021,68.01580000000023
"(0.4, 0.025, 3.0)",58.422599999999996,67.81550000000001,68.60460000000022,66.7558000000003
"(0.4, 0.025, 3.5)",61.59009999999997,68.15780000000008,67.05200000000028,66.07120000000037
"(0.4, 0.025, 4.0)",63.85309999999994,67.38949999999993,65.62140000000032,65.28320000000038
"(0.4, 0.025, 4.5)",65.50219999999997,65.97489999999989,64.66780000000035,64.99560000000042
"(0.4, 0.025, 5.0)",66.70519999999995,67.09739999999994,64.47200000000038,64.70700000000042
"(0.4, 0.025, 5.5)",67.71180000000005,66.23629999999986,63.506700000000414,63.73160000000042
"(0.4, 0.025, 6.0)",68.48309999999996,64.75179999999993,63.86690000000043,63.83650000000042
"(0.4, 0.025, 6.5)",68.96029999999988,64.79459999999999,63.54790000000047,63.64260000000044
"(0.4, 0.025, 7.0)",69.1236000000001,65.34749999999994,63.35120000000046,63.64420000000043
"(0.4, 0.025, 7.5)",69.23729999999985,65.05870000000006,63.64970000000048,63.450700000000474
"(0.4, 0.025, 8.0)",69.7665,63.44510000000001,63.4522000000005,63.352400000000486
"(0.4, 0.025, 8.5)",70.04159999999996,62.19609999999993,63.55320000000052,63.3537000000005
"(0.4, 0.025, 9.0)",70.46869999999986,61.743600000000036,62.85560000000055,63.05440000000052
"(0.4, 0.025, 9.5)",71.1230000000001,61.67639999999993,62.457800000000546,62.754500000000526
"(0.4, 0.05, 1.0)",38.100999999999964,56.602500000000035,78.69959999999989,80.57550000000013
"(0.4, 0.05, 1.5)",45.81919999999993,57.744000000000014,79.70929999999993,77.64370000000011
"(0.4, 0.05, 2.0)",50.88190000000001,58.918100000000045,77.76270000000012,75.6230000000002
"(0.4, 0.05, 2.5)",54.41540000000003,59.86910000000006,76.1142000000001,73.07960000000023
"(0.4, 0.05, 3.0)",57.15349999999997,57.61250000000003,73.69650000000021,70.47110000000026
"(0.4, 0.05, 3.5)",59.1700000000001,55.980999999999945,72.0236000000003,70.02740000000027
"(0.4, 0.05, 4.0)",61.32119999999998,55.4723,70.64010000000034,69.56840000000037
"(0.4, 0.05, 4.5)",62.07819999999995,55.203700000000026,68.12480000000033,68.45450000000037
"(0.4, 0.05, 5.0)",62.74120000000005,53.7314999999999,67.2708000000004,67.99290000000039
"(0.4, 0.05, 5.5)",63.04360000000003,53.82189999999995,65.7832000000004,66.45750000000045
"(0.4, 0.05, 6.0)",64.38889999999996,51.494099999999996,65.4002000000005,65.82740000000048
"(0.4, 0.05, 6.5)",63.74139999999992,51.17389999999988,65.00430000000047,65.63370000000043
"(0.4, 0.05, 7.0)",63.863199999999956,51.06929999999993,64.66840000000046,65.36130000000045
"(0.4, 0.05, 7.5)",63.43530000000006,49.80419999999998,63.862500000000495,65.18110000000047
"(0.4, 0.05, 8.0)",64.36410000000001,49.900200000000005,63.9492000000005,65.00800000000048
"(0.4, 0.05, 8.5)",65.09080000000003,50.29379999999998,63.7510000000005,64.7092000000005
"(0.4, 0.05, 9.0)",65.4514999999999,49.872199999999985,63.111300000000504,63.91390000000051
"(0.4, 0.05, 9.5)",64.16989999999997,48.12170000000001,62.908900000000514,63.71470000000052
"(0.4, 0.1, 1.0)",38.69490000000003,51.41839999999997,78.13729999999994,87.09770000000002
"(0.4, 0.1, 1.5)",45.63319999999999,52.106100000000055,80.7751,85.24790000000013
"(0.4, 0.1, 2.0)",50.03909999999995,50.92769999999999,80.42790000000008,83.41370000000029
"(0.4, 0.1, 2.5)",52.544199999999954,49.350600000000014,80.5289,80.62750000000013
"(0.4, 0.1, 3.0)",55.10960000000001,47.16280000000003,78.43410000000002,78.60010000000021
"(0.4, 0.1, 3.5)",56.37979999999995,44.46850000000004,77.28089999999997,77.38250000000032
"(0.4, 0.1, 4.0)",57.53269999999999,43.80320000000004,75.91470000000012,76.21590000000032
"(0.4, 0.1, 4.5)",58.67339999999996,41.90509999999996,73.68310000000025,74.54080000000032
"(0.4, 0.1, 5.0)",58.42400000000004,41.416500000000035,72.22030000000018,73.73490000000032
"(0.4, 0.1, 5.5)",58.166300000000035,40.70310000000005,71.02470000000022,72.76440000000036
"(0.4, 0.1, 6.0)",57.45540000000003,40.34700000000002,70.85500000000035,72.31060000000038
"(0.4, 0.1, 6.5)",58.03000000000003,40.129700000000064,69.24220000000035,71.4831000000004
"(0.4, 0.1, 7.0)",57.947199999999974,39.3845,68.18520000000039,70.53640000000038
"(0.4, 0.1, 7.5)",56.36479999999994,38.62519999999999,67.87890000000043,70.4298000000004
"(0.4, 0.1, 8.0)",57.66409999999995,37.84099999999997,67.77540000000042,70.48840000000041
"(0.4, 0.1, 8.5)",56.91089999999998,37.75609999999999,67.41180000000044,70.06880000000041
"(0.4, 0.1, 9.0)",56.235799999999905,36.961400000000026,66.29120000000049,69.56840000000048
"(0.4, 0.1, 9.5)",56.99569999999987,37.24120000000003,66.2813000000005,69.42510000000047
"(0.45, 0.025, 1.0)",39.19509999999996,63.78720000000006,79.04550000000015,72.0162000000002
"(0.45, 0.025, 1.5)",47.48979999999991,67.84560000000003,74.20370000000011,70.30150000000023
"(0.45, 0.025, 2.0)",53.14739999999998,67.94049999999997,72.09160000000017,68.11070000000025
"(0.45, 0.025, 2.5)",57.32489999999995,67.87390000000008,68.76050000000023,66.88780000000028
"(0.45, 0.025, 3.0)",61.20639999999994,68.15439999999998,67.69530000000024,66.55150000000033
"(0.45, 0.025, 3.5)",63.285200000000074,66.89149999999998,65.2879000000003,65.39440000000037
"(0.45, 0.025, 4.0)",65.45850000000003,65.70139999999995,64.86270000000037,65.38730000000044
"(0.45, 0.025, 4.5)",66.54119999999996,66.30870000000002,64.48270000000039,64.70430000000043
"(0.45, 0.025, 5.0)",67.74890000000005,65.85799999999995,63.52440000000042,63.72240000000042
"(0.45, 0.025, 5.5)",68.44030000000011,63.68419999999997,63.942800000000446,63.93310000000042
"(0.45, 0.025, 6.0)",69.093,65.2772,63.705900000000454,63.84180000000043
"(0.45, 0.025, 6.5)",69.13859999999997,65.00140000000005,63.252700000000466,63.54550000000045
"(0.45, 0.025, 7.0)",69.82809999999994,63.71849999999993,63.5518000000005,63.748500000000476
"(0.45, 0.025, 7.5)",70.81879999999995,62.50229999999997,63.65280000000052,63.65010000000049
"(0.45, 0.025, 8.0)",69.97129999999994,62.5432999999999,62.85560000000054,63.15260000000051
"(0.45, 0.025, 8.5)",70.6586999999999,62.56560000000004,62.35780000000054,62.85230000000052
"(0.45, 0.025, 9.0)",71.24649999999997,60.83570000000002,62.25780000000054,62.45690000000053
"(0.45, 0.025, 9.5)",70.78480000000015,60.645400000000045,61.762100000000515,61.961100000000506
"(0.45, 0.05, 1.0)",39.9683,57.66729999999995,79.45240000000003,79.92560000000009
"(0.45, 0.05, 1.5)",47.89629999999997,57.67989999999998,79.24470000000001,77.24620000000029
"(0.45, 0.05, 2.0)",52.62849999999996,59.94710000000003,77.57620000000006,74.11570000000025
"(0.45, 0.05, 2.5)",56.014100000000134,56.81039999999996,74.6878000000001,71.62460000000024
"(0.45, 0.05, 3.0)",58.486799999999995,56.21589999999994,72.48760000000033,70.34330000000031
"(0.45, 0.05, 3.5)",61.05440000000004,54.387499999999974,70.73890000000031,69.85110000000034
"(0.45, 0.05, 4.0)",61.687999999999995,54.80020000000002,68.33320000000036,68.87800000000041
"(0.45, 0.05, 4.5)",62.279,52.48009999999996,67.47820000000036,68.3640000000004
"(0.45, 0.05, 5.0)",63.15900000000002,52.74949999999993,65.60560000000044,66.64470000000046
"(0.45, 0.05, 5.5)",63.610400000000006,50.70669999999994,65.99430000000046,66.89780000000039
"(0.45, 0.05, 6.0)",63.71240000000002,49.9578999999999,65.50680000000048,66.58840000000043
"(0.45, 0.05, 6.5)",63.24670000000004,48.48939999999995,64.13060000000048,65.70420000000048
"(0.45, 0.05, 7.0)",63.662400000000055,49.516699999999986,64.38080000000046,66.03500000000047
"(0.45, 0.05, 7.5)",65.60450000000002,49.93969999999997,64.19470000000048,65.3723000000005
"(0.45, 0.05, 8.0)",65.05260000000004,48.42159999999999,63.050200000000515,64.2600000000005
"(0.45, 0.05, 8.5)",64.26059999999998,48.125299999999946,62.91200000000052,63.98790000000051
"(0.45, 0.05, 9.0)",64.76660000000004,47.95470000000001,62.22120000000051,63.29240000000051
"(0.45, 0.05, 9.5)",63.830200000000026,48.10319999999999,61.956600000000506,62.904200000000515
"(0.45, 0.1, 1.0)",40.51979999999998,51.85740000000006,78.59210000000013,87.47920000000012
"(0.45, 0.1, 1.5)",47.2885,50.57939999999999,80.9932000000001,85.70760000000016
"(0.45, 0.1, 2.0)",51.19109999999998,50.16319999999999,80.35019999999999,81.7644000000002
"(0.45, 0.1, 2.5)",54.14690000000004,47.34050000000002,80.01140000000004,79.98390000000018
"(0.45, 0.1, 3.0)",55.81419999999999,44.623900000000056,78.32789999999999,78.97650000000023
"(0.45, 0.1, 3.5)",57.70169999999998,42.63870000000003,76.57090000000017,77.52180000000031
"(0.45, 0.1, 4.0)",58.52129999999995,41.11310000000001,74.13170000000018,75.77330000000039
"(0.45, 0.1, 4.5)",58.24620000000006,39.26980000000002,72.41970000000022,74.70860000000036
"(0.45, 0.1, 5.0)",57.835800000000056,39.53330000000004,71.07570000000028,73.85530000000035
"(0.45, 0.1, 5.5)",57.53960000000005,38.65370000000001,70.8091000000003,72.64540000000036
"(0.45, 0.1, 6.0)",58.106100000000005,37.75269999999996,69.01910000000042,71.78960000000042
"(0.45, 0.1, 6.5)",57.24620000000002,38.0323,68.4486000000004,71.06830000000045
"(0.45, 0.1, 7.0)",56.97009999999998,37.564599999999984,67.79030000000047,71.09880000000045
"(0.45, 0.1, 7.5)",57.44180000000003,36.46180000000001,67.85170000000039,71.23760000000043
"(0.45, 0.1, 8.0)",56.42809999999987,37.16160000000002,66.48460000000047,70.31970000000045
"(0.45, 0.1, 8.5)",56.82289999999989,36.69670000000001,66.06990000000047,69.54830000000051
"(0.45, 0.1, 9.0)",56.63149999999993,36.309099999999994,65.12560000000049,69.31720000000048
"(0.45, 0.1, 9.5)",55.96880000000001,36.32190000000001,64.64530000000052,69.0586000000005
"(0.5, 0.025, 1.0)",41.174499999999995,64.62700000000005,78.84830000000004,71.88360000000024
"(0.5, 0.025, 1.5)",49.485200000000006,68.55440000000003,74.09220000000003,71.12290000000021
"(0.5, 0.025, 2.0)",54.998100000000036,67.65400000000008,70.91700000000017,68.71940000000025
"(0.5, 0.025, 2.5)",59.15450000000005,68.50379999999996,68.13570000000026,67.15170000000029
"(0.5, 0.025, 3.0)",62.77199999999989,66.64609999999992,66.68750000000024,65.78370000000037
"(0.5, 0.025, 3.5)",64.79479999999998,65.0674,65.42060000000038,65.68420000000043
"(0.5, 0.025, 4.0)",66.15189999999996,65.00930000000001,64.9790000000004,64.99860000000042
"(0.5, 0.025, 4.5)",67.68660000000003,65.26909999999991,63.91870000000041,63.71950000000043
"(0.5, 0.025, 5.0)",68.35160000000005,64.60469999999995,64.23890000000044,64.12900000000043
"(0.5, 0.025, 5.5)",68.60949999999997,63.537399999999934,63.745500000000455,63.547000000000445
"(0.5, 0.025, 6.0)",69.50109999999998,64.60009999999996,63.25470000000048,63.35190000000047
"(0.5, 0.025, 6.5)",70.42909999999999,63.61279999999987,63.55520000000051,63.651900000000495
"(0.5, 0.025, 7.0)",70.03800000000001,62.823099999999904,63.250200000000525,63.2547000000005
"(0.5, 0.025, 7.5)",71.1249999999999,63.16959999999991,62.65550000000055,62.85480000000052
"(0.5, 0.025, 8.0)",69.98139999999995,63.02590000000003,62.16050000000053,62.35980000000052
"(0.5, 0.025, 8.5)",70.55729999999996,60.37499999999995,61.66230000000052,61.86140000000051
"(0.5, 0.025, 9.0)",69.5477,59.85019999999998,61.86190000000052,62.061000000000504
"(0.5, 0.025, 9.5)",70.7003000000001,60.55290000000003,61.861400000000515,62.060800000000505
"(0.5, 0.05, 1.0)",41.894599999999976,57.482399999999934,80.20160000000003,79.5619000000002
"(0.5, 0.05, 1.5)",49.36209999999996,58.57550000000005,78.88340000000005,77.23150000000014
"(0.5, 0.05, 2.0)",54.056799999999946,58.10419999999997,77.08820000000006,73.89520000000027
"(0.5, 0.05, 2.5)",57.3894,54.26260000000007,74.59800000000016,71.65660000000031
"(0.5, 0.05, 3.0)",60.17140000000007,54.78679999999996,70.89370000000027,70.0455000000003
"(0.5, 0.05, 3.5)",61.507100000000065,55.21039999999999,69.14240000000032,69.8509000000004
"(0.5, 0.05, 4.0)",62.765000000000036,54.34829999999996,67.42190000000039,68.52710000000039
"(0.5, 0.05, 4.5)",63.39270000000001,52.02989999999995,66.09100000000042,66.91650000000043
"(0.5, 0.05, 5.0)",63.08969999999999,50.61709999999993,66.38090000000047,67.0130000000004
